Regional,Nome do bloco,Data,Concentração,etapa,rota,lon,lat,stage
Sé,Bloco Pop do K7,2017-02-18T00:00:00Z,17:00,cinco,Rua Benjamin Constant,-46.635208,-23.549853,F
Sé,Bloco Pop do K7,2017-02-18T00:00:00Z,17:00,seis,Rua Quintino Bocaiuva,-46.635103,-23.549927,G
Pinheiros,Bloco Quizomba,2017-02-19T00:00:00Z,10:00,um,largo da Batatapropria Av. Brigadeirua Faria. O percurso serua todoAv. Brigadeirua Faria Lima.,-46.63611,-23.5475,B
Pinheiros,Bloco Ritaleena,2017-02-18T00:00:00Z,14:00,inicio,Rua dos Pinheiros contrua mao,-46.63611,-23.5475,A
Vila Mariana,Bloco Ritaleena,2017-02-26T00:00:00Z,14:00,inicio,Engenheirua Luis Gomes Cardim Sangirardi  ( A partir da Rua Ximbo),-46.63611,-23.5475,A
Pinheiros,Bloco Ritaleena,2017-02-18T00:00:00Z,14:00,um,a  da Rua Antonio Bicudo,-46.63611,-23.5475,B
Vila Mariana,Bloco Ritaleena,2017-02-26T00:00:00Z,14:00,um,Rua da Uniao,-46.590476,-23.619915,B
Vila Mariana,Bloco Ritaleena,2017-02-26T00:00:00Z,14:00,dois,Rua Dona Brigida,-46.629966,-23.584488,C
Vila Mariana,Bloco Ritaleena,2017-02-26T00:00:00Z,14:00,tres,Rua Dona Inacia Uchoa,-46.63611,-23.5475,D
Vila Mariana,Bloco Ritaleena,2017-02-26T00:00:00Z,14:00,quatro,Av. Engenheirua Luis Gomes Cardim Sangirardi,-46.63611,-23.5475,E
Sé,Bloco Rolando a Rocha Toda,2017-03-04T00:00:00Z,15:00,inicio,Rua Rocha,-46.649619,-23.559447,A
Sé,Bloco Rolando a Rocha Toda,2017-03-04T00:00:00Z,15:00,um,Rua Cardeal Leme,-46.649123,-23.558119,B
Sé,Bloco Rolando a Rocha Toda,2017-03-04T00:00:00Z,15:00,dois,Rua Drua Lourenco Granado,-46.63611,-23.5475,C
Sé,Bloco Rolando a Rocha Toda,2017-03-04T00:00:00Z,15:00,tres,Rua Almirante Marques de Leao,-46.648954,-23.561082,D
Sé,Bloco Rolando a Rocha Toda,2017-03-04T00:00:00Z,15:00,quatro,Rua Una,-46.649192,-23.56028,E
Sé,Bloco Rolando a Rocha Toda,2017-03-04T00:00:00Z,15:00,cinco,Rua Rocha,-46.649619,-23.559447,F
Pinheiros,Bloco Rolezinho das Crioulas,2017-02-19T00:00:00Z,13:00,inicio,Inacio Pereirua da Rocha,-46.687422,-23.558699,A
Pinheiros,Bloco Rolezinho das Crioulas,2017-02-19T00:00:00Z,13:00,um,Mourato Coelho,-46.685512,-23.566461,B
Pinheiros,Bloco Rolezinho das Crioulas,2017-02-19T00:00:00Z,13:00,dois,Wisard,-46.68837,-23.55447,C
Pinheiros,Bloco Rolezinho das Crioulas,2017-02-19T00:00:00Z,13:00,tres,Fradique Coutinho,-46.684157,-23.566285,D
Pinheiros,Bloco Rolezinho das Crioulas,2017-02-19T00:00:00Z,13:00,quatro,Inacio Pereirua da Rocha,-46.687422,-23.558699,E
Pinheiros,Bloco Rolezinho das Crioulas,2017-02-19T00:00:00Z,13:00,cinco,a Rua Girassol,-46.574626,-23.434489,F
Lapa,Bloco Saia de Chita,2017-02-18T00:00:00Z,15:00,inicio,rua tucuna,-46.684535,-23.533481,A
Lapa,Bloco Saia de Chita,2017-02-26T00:00:00Z,15:00,inicio,rua tucuna,-46.684535,-23.533481,A
Lapa,Bloco Saia de Chita,2017-02-18T00:00:00Z,15:00,um,rua cajaiba,-46.682946,-23.54037,B
Lapa,Bloco Saia de Chita,2017-02-26T00:00:00Z,15:00,um,rua cajaiba,-46.682946,-23.54037,B
Lapa,Bloco Saia de Chita,2017-02-18T00:00:00Z,15:00,dois,rua cotoxo,-46.68196,-23.527957,C
Lapa,Bloco Saia de Chita,2017-02-26T00:00:00Z,15:00,dois,rua cotoxo,-46.68196,-23.527957,C
Lapa,Bloco Saia de Chita,2017-02-18T00:00:00Z,15:00,tres,av. prof. alfonso bovero,-46.63611,-23.5475,D
Lapa,Bloco Saia de Chita,2017-02-26T00:00:00Z,15:00,tres,av. prof. alfonso bovero,-46.63611,-23.5475,D
Lapa,Bloco Saia de Chita,2017-02-18T00:00:00Z,15:00,quatro,rua cayowaa,-46.678051,-23.529975,E
Lapa,Bloco Saia de Chita,2017-02-26T00:00:00Z,15:00,quatro,rua cayowaa,-46.678051,-23.529975,E
Lapa,Bloco Saia de Chita,2017-02-18T00:00:00Z,15:00,cinco,rua cajaiba,-46.682946,-23.54037,F
Lapa,Bloco Saia de Chita,2017-02-26T00:00:00Z,15:00,cinco,rua cajaiba,-46.682946,-23.54037,F
Sé,BLOCO SALETE CAMPARI,2017-02-19T00:00:00Z,16:00,inicio,a Dispersao acontecerua exatamenteLargo do Arouche,-46.430631,-23.53836,A
Capela do Socorro,bloco samba da zimba,2017-02-25T00:00:00Z,12:00,inicio,Praça Escolar,-46.698746,-23.709313,A
Capela do Socorro,bloco samba da zimba,2017-02-25T00:00:00Z,12:00,um,Rua Icanhema,-46.698708,-23.708595,B
Capela do Socorro,bloco samba da zimba,2017-02-25T00:00:00Z,12:00,dois,Rua Padre José Garzotti,-46.701048,-23.710749,C
Capela do Socorro,bloco samba da zimba,2017-02-25T00:00:00Z,12:00,tres,Rua Mataripe,-46.700859,-23.711799,D
Santana/Tucuruvi,Bloco Sambarelove,2017-02-18T00:00:00Z,13:00,inicio,Avenida Engenheirua Caetano Alvares entrua a Meirelles Resis,-46.63611,-23.5475,A
Santana/Tucuruvi,Bloco Sambarelove,2017-02-18T00:00:00Z,13:00,um,irmao Joao Creff,-46.626675,-23.472495,B
Pinheiros,Bloco Sambavenção,2017-02-18T00:00:00Z,10:00,inicio,Rua Costa Lobo,-46.688484,-23.551594,A
Pinheiros,Bloco Sambavenção,2017-02-18T00:00:00Z,10:00,um,a Rua Jerico,-46.688973,-23.551955,B
Pinheiros,Bloco Sambavenção,2017-02-18T00:00:00Z,10:00,dois,Rua Purpurina,-46.691045,-23.553815,C
Pinheiros,Bloco Sambavenção,2017-02-18T00:00:00Z,10:00,quatro,a Rua Harmonia,-46.689811,-23.552684,E
Pinheiros,Bloco Sambavenção,2017-02-18T00:00:00Z,10:00,cinco,a Rua Aspicuelta,-46.688953,-23.557281,F
Pinheiros,Bloco se te pego não te largo,2017-03-05T00:00:00Z,14:00,inicio,Av. Faria Lima,-46.63611,-23.5475,A
Pinheiros,Bloco se te pego não te largo,2017-03-05T00:00:00Z,14:00,um,a Fernao Dias,-46.405748,-23.70126,B
Pinheiros,Bloco se te pego não te largo,2017-03-05T00:00:00Z,14:00,dois,Largo da Batata,-46.63611,-23.5475,C
Sé,Bloco Será que el_ é?,2017-02-17T00:00:00Z,16:00,inicio,Rua Vieirua de Carvalho,-46.63611,-23.5475,A
Sé,Bloco Será que el_ é?,2017-02-17T00:00:00Z,16:00,um,contornando a Praca da Republica,-46.641337,-23.542904,B
Sé,Bloco Será que el_ é?,2017-02-17T00:00:00Z,16:00,dois,pegando a Rua Sao Luis,-46.309498,-23.538439,C
Sé,Bloco Será que el_ é?,2017-02-17T00:00:00Z,16:00,quatro,a Rua da Consolacao,-46.642012,-23.547833,E
Sé,Bloco Será que el_ é?,2017-02-17T00:00:00Z,16:00,seis,entrandoRua Xavier de Toledo,-46.63611,-23.5475,G
Sé,Bloco Será que el_ é?,2017-02-17T00:00:00Z,16:00,oito,seguindo a  pela Avenida Sao Joao,-46.579899,-23.520551,I
Sé,Bloco Será que el_ é?,2017-02-17T00:00:00Z,16:00,dez,a entrada,-46.521164,-23.530522,K
Sé,Bloco Será que el_ é?,2017-02-17T00:00:00Z,16:00,doze,no Largo do Arouche,-46.63611,-23.5475,M
Sé,Bloco Será que el_ é?,2017-02-17T00:00:00Z,16:00,treze,onde serua a dispersao.,-46.454839,-23.632791,N
Mooca,BLOCO SIGAM ME OS BONS!,2017-02-26T00:00:00Z,14:00,inicio,PRACA SILVIO ROMERO,-46.572748,-23.545379,A
Vila Mariana,Bloco Só Alegria,2017-02-18T00:00:00Z,12:00,inicio,R helio Pelegrino,-46.63611,-23.5475,A
Vila Mariana,Bloco Só Alegria,2017-02-18T00:00:00Z,12:00,um,entrua Diogo Jacome,-46.669896,-23.596293,B
Sé,Bloco Soviético,2017-02-18T00:00:00Z,17:00,inicio,Rua Fernando de Abuquerque,-46.63611,-23.5475,A
Sé,Bloco Soviético,2017-02-18T00:00:00Z,17:00,um,Rua Haddock Lobo,-46.663802,-23.559934,B
Sé,Bloco Soviético,2017-02-18T00:00:00Z,17:00,dois,Rua Augusta,-46.651746,-23.551776,C
Mooca,Bloco Tatu Apé,2017-03-05T00:00:00Z,11:00,inicio,Rua Serrua de Botucatu,-46.63611,-23.5475,A
Mooca,Bloco Tatu Apé,2017-03-05T00:00:00Z,11:00,um,Rua Francisco Marengo,-46.558069,-23.546593,B
Mooca,Bloco Tatu Apé,2017-03-05T00:00:00Z,11:00,dois,Rua Tijuco Preto,-46.566907,-23.543068,C
Mooca,Bloco Tatu Apé,2017-03-05T00:00:00Z,11:00,tres,Rua Vilela,-46.565718,-23.541463,D
Mooca,Bloco Tatu Apé,2017-03-05T00:00:00Z,11:00,quatro,Rua Platina c,-46.63611,-23.5475,E
Mooca,Bloco Tatu Apé,2017-03-05T00:00:00Z,11:00,cinco,Rua Apucarana,-46.563549,-23.545953,F
Sé,Bloco tô de bowie,2017-02-28T00:00:00Z,15:00,inicio,Lgo do Arouche,-46.63611,-23.5475,A
Sé,Bloco tô de bowie,2017-02-28T00:00:00Z,15:00,um,Av. Sao Joao,-46.63611,-23.5475,B
Sé,Bloco tô de bowie,2017-02-28T00:00:00Z,15:00,dois,boulevard,-46.63611,-23.5475,C
Sé,Bloco tô de bowie,2017-02-28T00:00:00Z,15:00,tres,anhangabau,-46.638654,-23.548024,D
Pinheiros,BLOCO TOA A TOA,2017-02-19T00:00:00Z,13:00,inicio,Rua Fiandeiras,-46.674996,-23.597095,A
Pinheiros,BLOCO TOA A TOA,2017-02-19T00:00:00Z,13:00,dois,a rua Olimpiadas,-46.684903,-23.595580000000002,C
Pinheiros,BLOCO TOA A TOA,2017-02-19T00:00:00Z,13:00,tres,entruaVicente Pizon,-46.686706,-23.596913,D
Pinheiros,BLOCO TOA A TOA,2017-02-19T00:00:00Z,13:00,quatro,acabaCardoso de Melo,-46.30982,-23.69135,E
Pinheiros,bloco toca um samba aí,2017-02-18T00:00:00Z,13:00,inicio,da Av Faria Lima,-46.63611,-23.5475,A
Pinheiros,bloco toca um samba aí,2017-02-18T00:00:00Z,13:00,dois,o largo da Batata,-46.694825,-23.566993,C
Santana/Tucuruvi,BLOCO TODOS NA CONTRA MÃO,2017-02-18T00:00:00Z,12:00,inicio,Rua Cel. Lucio Rosales,-46.63611,-23.5475,A
Santana/Tucuruvi,BLOCO TODOS NA CONTRA MÃO,2017-02-18T00:00:00Z,12:00,um,R. Macaia,-46.637093,-23.500979,B
Santana/Tucuruvi,BLOCO TODOS NA CONTRA MÃO,2017-02-18T00:00:00Z,12:00,tres,R. Drua Cesarua R. Cel Lucio Rosales,-46.63611,-23.5475,D
São Miguel Paulista,Bloco União do Morro,2017-02-28T00:00:00Z,13:00,inicio,Avenida Deputado Drua Jose Aristodemo Pinotti entrua Av. Nordestina,-46.63611,-23.5475,A
São Miguel Paulista,Bloco União do Morro,2017-02-28T00:00:00Z,13:00,um,Av. Moacir Dantas Itapicuru,-46.63611,-23.5475,B
Cidade Tiradentes,"BLOCO UNIÃO TIRADENTES E CASTRO ALVES",2017-02-18T00:00:00Z,14:00,inicio,Rua Rene de Toledo,-46.404532,-23.59979,A
Cidade Tiradentes,"BLOCO UNIÃO TIRADENTES E CASTRO ALVES",2017-02-18T00:00:00Z,14:00,um,Rua Davi,-46.581996,-23.449283,B
Cidade Tiradentes,"BLOCO UNIÃO TIRADENTES E CASTRO ALVES",2017-02-18T00:00:00Z,14:00,dois,Avenida Leandro,-46.401871,-23.602586,C
Cidade Tiradentes,"BLOCO UNIÃO TIRADENTES E CASTRO ALVES",2017-02-18T00:00:00Z,14:00,tres,Avenida dos metalugicos,-46.63611,-23.5475,D
Sé,Bloco Unidos do Acarajé,2017-02-18T00:00:00Z,14:00,inicio,Rua Martim Francisco,-46.309498,-23.538439,A
Sé,Bloco Unidos do Acarajé,2017-02-18T00:00:00Z,14:00,um,Rua Imaculada Conceicao,-46.653201,-23.538824,B
Sé,Bloco Unidos do Acarajé,2017-02-18T00:00:00Z,14:00,dois,Rua Barao de Tatui,-46.63611,-23.5475,C
Sé,Bloco Unidos do Acarajé,2017-02-18T00:00:00Z,14:00,tres,Rua Martim Francisco,-46.309498,-23.538439,D
Lapa,Bloco Unidos do Insconsciente,2017-02-23T00:00:00Z,18:00,inicio,Praca Irmaos Karmam,-46.67651,-23.541097,A
Lapa,Bloco Unidos do Insconsciente,2017-02-23T00:00:00Z,18:00,um,Rua Pedrua Costa,-46.63611,-23.5475,B
Lapa,Bloco Unidos do Insconsciente,2017-02-23T00:00:00Z,18:00,dois,Rua Zaira,-46.679631,-23.541664,C
Lapa,Bloco Unidos do Insconsciente,2017-02-23T00:00:00Z,18:00,tres,volta pela Praca Irmaos Karmam o (Voltapraca completa,-46.677521,-23.541653,D
Lapa,Bloco Unidos do Insconsciente,2017-02-23T00:00:00Z,18:00,quatro,"sentido ""dentrua do bairro""",-46.548067,-23.536039,E
Sé,Bloco Unidos do Swing,2017-02-27T00:00:00Z,13:00,inicio,Dom Jose Gasparua Av. Sao Luis,-46.63611,-23.5475,A
Sé,Bloco Unidos do Swing,2017-02-27T00:00:00Z,13:00,um,Av. Ipiranga,-46.63611,-23.5475,B
Sé,Bloco Unidos do Swing,2017-02-27T00:00:00Z,13:00,dois,Barao de Itapetininga,-46.640637,-23.544636,C
Sé,Bloco Unidos do Swing,2017-02-27T00:00:00Z,13:00,tres,Xavier de Toledo,-46.63611,-23.5475,D
Sé,Bloco Unidos do Swing,2017-02-27T00:00:00Z,13:00,quatro,Desce as escadarias Viaduto do Cha,-46.636831,-23.547091000000002,E
Sé,Bloco Unidos do Swing,2017-02-27T00:00:00Z,13:00,cinco,Lgo da Memoria,-46.63611,-23.5475,F
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-25T00:00:00Z,10:00,inicio,argo da Matriz,-46.707496,-23.654901,A
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-26T00:00:00Z,10:00,inicio,argo da Matriz,-46.707496,-23.654901,A
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-28T00:00:00Z,10:00,inicio,argo da Matriz,-46.707496,-23.654901,A
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-25T00:00:00Z,10:00,um,Av. Itaberaba,-46.63611,-23.5475,B
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-26T00:00:00Z,10:00,um,Av. Itaberaba,-46.63611,-23.5475,B
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-28T00:00:00Z,10:00,um,Av. Itaberaba,-46.63611,-23.5475,B
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-25T00:00:00Z,10:00,dois,Rua da Bica,-46.572669,-23.440312,C
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-26T00:00:00Z,10:00,dois,Rua da Bica,-46.572669,-23.440312,C
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-28T00:00:00Z,10:00,dois,Rua da Bica,-46.572669,-23.440312,C
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-25T00:00:00Z,10:00,tres,Rua Cel. Tristao,-46.63611,-23.5475,D
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-26T00:00:00Z,10:00,tres,Rua Cel. Tristao,-46.63611,-23.5475,D
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-28T00:00:00Z,10:00,tres,Rua Cel. Tristao,-46.63611,-23.5475,D
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-25T00:00:00Z,10:00,quatro,Largo da Matriz,-46.63611,-23.5475,E
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-26T00:00:00Z,10:00,quatro,Largo da Matriz,-46.63611,-23.5475,E
Freguesia do Ó/Brasilândia,Bloco Urubó,2017-02-28T00:00:00Z,10:00,quatro,Largo da Matriz,-46.63611,-23.5475,E
Pinheiros,Bloco VibraMão,2017-02-18T00:00:00Z,14:00,inicio,a Navarrua de Andrade,-46.30907,-23.664707,A
Pinheiros,Bloco VibraMão,2017-02-18T00:00:00Z,14:00,um,a Lacerda Franco,-46.623879,-23.570919,B
Pinheiros,Bloco VibraMão,2017-02-18T00:00:00Z,14:00,dois,a Rua Inacio Pereirua Inacio,-46.574776,-23.591642,C
Pinheiros,Bloco VibraMão,2017-02-18T00:00:00Z,14:00,tres,a Mourato Coelho,-46.688046,-23.562687,D
Pinheiros,Bloco Volta Amélia,2017-02-18T00:00:00Z,14:00,inicio,Rua Original,-46.6881,-23.553126,A
Pinheiros,Bloco Volta Amélia,2017-02-18T00:00:00Z,14:00,um, da Rua Jerico,-46.63611,-23.5475,B
Pinheiros,Bloco Volta Amélia,2017-02-18T00:00:00Z,14:00,dois,virua a Rua Purpurina,-46.691045,-23.553815,C
Pinheiros,Bloco Volta Amélia,2017-02-18T00:00:00Z,14:00,tres,primeirua a Rua Harmonia e virua a Patizal,-46.63611,-23.5475,D
Pinheiros,Bloco Vou de Táxi,2017-03-05T00:00:00Z,13:00,inicio,Avenida Brigadeirua Faria Lima,-46.63611,-23.5475,A
Pinheiros,Bloco Vou de Táxi,2017-03-05T00:00:00Z,13:00,um,o Largo da Batata,-46.694825,-23.566993,B
Butantã,Bloco Vovô Garoto,2017-03-05T00:00:00Z,17:00,inicio,Rua Domingos Nogueira,-46.761438,-23.591557,A
Butantã,Bloco Vovô Garoto,2017-03-05T00:00:00Z,17:00,um,Capivarua Miriam,-46.726608,-23.328683,B
Butantã,Bloco Vovô Garoto,2017-03-05T00:00:00Z,17:00,dois,volta pelo mesmo percurso,-46.758439,-23.67914,C
Sé,Bloco Xique Xique do Cairo,2017-02-18T00:00:00Z,17:00,inicio,Rua Martim Francisco,-46.309498,-23.538439,A
Sé,Bloco Xique Xique do Cairo,2017-02-18T00:00:00Z,17:00,um,Rua Imaculada Conceicao,-46.653201,-23.538824,B
Sé,Bloco Xique Xique do Cairo,2017-02-18T00:00:00Z,17:00,dois,Rua Barao de Tatui,-46.63611,-23.5475,C
Sé,Bloco Xique Xique do Cairo,2017-02-18T00:00:00Z,17:00,tres,Rua Martim Francisco,-46.309498,-23.538439,D
Pinheiros,Bloco Zica/Mídia Samba,2017-02-19T00:00:00Z,11:00,inicio,Rua Cunha Gago,-46.692146,-23.564788,A
Pinheiros,Bloco Zica/Mídia Samba,2017-02-19T00:00:00Z,11:00,dois,Cardeal e virua a Padrua Garcia Velho e finalizaPedroso,-46.285355,-23.653133,C
Pinheiros,Bloco Zica/Mídia Samba,2017-02-19T00:00:00Z,11:00,quatro,Praca dos Omaguas,-46.691897,-23.562131,E
Sé,Blocon,2017-03-05T00:00:00Z,13:00,inicio,Largo do Paicandu,-46.63611,-23.5475,A
Sé,Blocon,2017-03-05T00:00:00Z,13:00,um,Avenida Sao Joao,-46.579899,-23.520551,B
Sé,Blocon,2017-03-05T00:00:00Z,13:00,dois,Largo do Arouche,-46.63611,-23.5475,C
Sé,Blocoroca,2017-02-27T00:00:00Z,15:00,inicio,Rua Araujo,-46.644396,-23.544204,A
Sé,Blocoroca,2017-02-27T00:00:00Z,15:00,um,Rua General Jardim,-46.649043,-23.544654,B
Sé,Blocoroca,2017-02-27T00:00:00Z,15:00,dois,Rua Rego Freitas,-46.646625,-23.545229,C
Sé,Blocoroca,2017-02-27T00:00:00Z,15:00,tres,Largo do Arouche,-46.63611,-23.5475,D
Sé,Blocoroca,2017-02-27T00:00:00Z,15:00,quatro,Avenida Sao Joao,-46.579899,-23.520551,E
Sé,Blocoroca,2017-02-27T00:00:00Z,15:00,cinco,Largo do Arouche,-46.63611,-23.5475,F
Sé,Blókokê,2017-02-27T00:00:00Z,17:00,inicio,Praca Dom Orione,-46.645877,-23.560491,A
Sé,Blókokê,2017-02-27T00:00:00Z,17:00,um,rua Treze de Maio,-46.644159,-23.567744,B
Sé,Blókokê,2017-02-27T00:00:00Z,17:00,dois,rua Santo Antonio,-46.309498,-23.538439,C
Sé,Blókokê,2017-02-27T00:00:00Z,17:00,tres,viaduto Major Quedinho,-46.63611,-23.5475,D
Sé,Blókokê,2017-02-27T00:00:00Z,17:00,quatro,rua Quirino de Andrade,-46.640638,-23.547761,E
Sé,Blókokê,2017-02-27T00:00:00Z,17:00,cinco,Largo da Memoria,-46.63611,-23.5475,F
Vila Mariana,Bloquinho,2017-03-05T00:00:00Z,9:00,inicio,Praca Rosa Alves,-46.632829,-23.579569,A
Sé,"Bloquinho Carnavalesco Tindôtetê",2017-02-18T00:00:00Z,18:00,inicio,Praca Rotary,-46.341025,-23.524567,A
Sé,"Bloquinho Carnavalesco Tindôtetê",2017-02-18T00:00:00Z,18:00,um,Rua Major Sertorio,-46.65067,-23.545338,B
Sé,"Bloquinho Carnavalesco Tindôtetê",2017-02-18T00:00:00Z,18:00,dois,Rua Cesario Mota,-46.63611,-23.5475,C
Sé,"Bloquinho Carnavalesco Tindôtetê",2017-02-18T00:00:00Z,18:00,tres,Rua General Jardim,-46.649043,-23.544654,D
Sé,"Bloquinho Carnavalesco Tindôtetê",2017-02-18T00:00:00Z,18:00,quatro,Rua Doutor Vila Nova,-46.63611,-23.5475,E
Sé,"Bloquinho Carnavalesco Tindôtetê",2017-02-18T00:00:00Z,18:00,cinco,Rua Major Sertorio,-46.65067,-23.545338,F
Sé,"Bloquinho Carnavalesco Tindôtetê",2017-02-18T00:00:00Z,18:00,seis,Praca Rotary,-46.341025,-23.524567,G
Lapa,Bloquinho de Gente Miúda,2017-02-26T00:00:00Z,11:00,um,rua apinajes,-46.63611,-23.5475,B
Lapa,Bloquinho de Gente Miúda,2017-02-26T00:00:00Z,11:00,dois,rua capital federal,-46.309498,-23.538439,C
Lapa,Bloquinho de Gente Miúda,2017-02-26T00:00:00Z,11:00,tres,rua bruxelas,-46.682679,-23.542811,D
Pinheiros,Bloquinho e Buchecha,2017-02-27T00:00:00Z,15:00,inicio,Gioia JunioruaHoracio LaferuaLopes netoLeopoldo Couto,-46.584065,-23.584849,A
Pinheiros,Bloquinho e Buchecha,2017-02-27T00:00:00Z,15:00,um,RetoLeopoldo caiProf. Geraldo Ataliba,-46.687418,-23.590111,B
Pinheiros,Bloquinho e Buchecha,2017-02-27T00:00:00Z,15:00,dois,DireitaHenrique Chama,-46.504404,-23.503511,C
Pinheiros,bloquinho madalena,2017-02-25T00:00:00Z,9:00,inicio,Rua Belmirua Braga inteirua so fica nessa rua entrua a Cardeal,-46.63611,-23.5475,A
Pinheiros,bloquinho madalena,2017-02-25T00:00:00Z,9:00,um,a Inacio,-46.393441,-23.506393,B
Pinheiros,Boca de Veludo,2017-02-19T00:00:00Z,15:00,inicio,Mateus Grou,-46.63611,-23.5475,A
Pinheiros,Boca de Veludo,2017-02-19T00:00:00Z,15:00,um,Cardeal descendo sentido Rua dos Pinheiros,-46.318021,-23.649046,B
Sé,brega bloco,2017-03-04T00:00:00Z,14:00,inicio,largo do arouche,-46.63611,-23.5475,A
Sé,brega bloco,2017-03-04T00:00:00Z,14:00,um,entrua rua vieirua de carvalho dando a voltapraca da republica entruaav sao luiz,-46.63611,-23.5475,B
Sé,brega bloco,2017-03-04T00:00:00Z,14:00,tres,rua xavier de toledo,-46.63611,-23.5475,D
Sé,brega bloco,2017-03-04T00:00:00Z,14:00,quatro,largo paisandu,-46.63611,-23.5475,E
Sé,brega bloco,2017-03-04T00:00:00Z,14:00,cinco,republica termino largo arouche,-46.63611,-23.5475,F
Pinheiros,Bregsnice,2017-02-26T00:00:00Z,14:00,inicio,Faria Lima,-46.68688,-23.57735,A
Pinheiros,Bregsnice,2017-02-26T00:00:00Z,14:00,um,o Largo da Batata,-46.694825,-23.566993,B
Sé,Broco da Burocra,2017-02-17T00:00:00Z,19:00,inicio,Rua Matias Aires,-46.658301,-23.554844,A
Sé,Broco da Burocra,2017-02-17T00:00:00Z,19:00,um,rua Bela Cintra,-46.662661,-23.557139,B
Sé,Broco da Burocra,2017-02-17T00:00:00Z,19:00,dois,rua Dona Antonia de Queiroz,-46.63611,-23.5475,C
Sé,Broco da Burocra,2017-02-17T00:00:00Z,19:00,tres,Rua Augusta,-46.651746,-23.551776,D
Sé,Broco da Burocra,2017-02-17T00:00:00Z,19:00,quatro,Rua Guimaraes Rosa (Praca Roosevelt),-46.63611,-23.5475,E
Mooca,cabecinhas tãntricos,2017-02-25T00:00:00Z,14:00,inicio,rua torrinha,-46.574595,-23.551241,A
Pinheiros,Cacique Jaraguá,2017-02-25T00:00:00Z,15:00,inicio,Rua Fidalga,-46.690188,-23.555984,A
Pinheiros,Cacique Jaraguá,2017-02-25T00:00:00Z,15:00,um,a Rua Wisard,-46.690368,-23.555726,B
Pinheiros,Cacique Jaraguá,2017-02-25T00:00:00Z,15:00,dois,desce Harmonia,-46.689811,-23.552684,C
Pinheiros,Cacique Jaraguá,2017-02-25T00:00:00Z,15:00,tres,Goncalo Afonso,-46.685659,-23.556856,D
Lapa,Calor da Muléstia,2017-02-24T00:00:00Z,15:00,inicio,rua Diana,-46.681311,-23.533328,A
Lapa,Calor da Muléstia,2017-02-24T00:00:00Z,15:00,um,rua Palestrua Italia,-46.264457,-23.647717,B
Lapa,Calor da Muléstia,2017-02-24T00:00:00Z,15:00,dois,rua Caraibas,-46.683255,-23.533588,C
Lapa,Calor da Muléstia,2017-02-24T00:00:00Z,15:00,tres,rua Desembargador do Vale,-46.688497,-23.52964,D
Vila Mariana,Caraivana,2017-03-04T00:00:00Z,10:00,um,entrua Diogo Jacome,-46.669896,-23.596293,B
Mooca,Carnabelém,2017-02-18T00:00:00Z,14:00,inicio,Lgo. Sao Jose do Belem,-46.63611,-23.5475,A
Mooca,Carnabelém,2017-02-18T00:00:00Z,14:00,um,Rua Julio de Castilhos,-46.63611,-23.5475,B
Mooca,Carnabelém,2017-02-18T00:00:00Z,14:00,dois,Rua Doutor Clementino,-46.59109,-23.542179,C
Mooca,Carnabelém,2017-02-18T00:00:00Z,14:00,tres,Rua Professor Rodolfo Tiago,-46.63611,-23.5475,D
Mooca,Carnabelém,2017-02-18T00:00:00Z,14:00,quatro,Av. Alvarua Ramos,-46.63611,-23.5475,E
Mooca,Carnabelém,2017-02-18T00:00:00Z,14:00,cinco,Rua Irma Carolina,-46.585823,-23.538808,F
Mooca,Carnabelém,2017-02-18T00:00:00Z,14:00,seis,Rua Redencao,-46.586278,-23.538687,G
Mooca,Carnabelém,2017-02-18T00:00:00Z,14:00,sete,Rua Herval,-46.585433,-23.540063,H
Mooca,Carnabelém,2017-02-18T00:00:00Z,14:00,nove,Rua Cajuru,-46.601221,-23.543947,J
Mooca,Carnabelém,2017-02-18T00:00:00Z,14:00,dez,Lgo. Sao Jose do Belem.,-46.63611,-23.5475,K
Pinheiros,Carnamauri,2017-02-19T00:00:00Z,14:00,dois,virua a Rua Bavierua,-46.63611,-23.5475,C
Pinheiros,Carnamauri,2017-02-19T00:00:00Z,14:00,tres,a Rua Russia e entruaPadrua Manoel Chaves e finalizaRua Amauri,-46.63611,-23.5475,D
Sé,CarnaVibe by Tic Tac Party,2017-02-26T00:00:00Z,11:00,inicio,Rua Peixoto Gomide,-46.658579,-23.562352,A
Sé,CarnaVibe by Tic Tac Party,2017-02-26T00:00:00Z,11:00,dois,major quedinho,-46.642728,-23.548897,C
