GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
310M200US45940,45940,"Trenton, NJ Metro Area",22002,1746
310M200US46060,46060,"Tucson, AZ Metro Area",19049,2669
310M200US46140,46140,"Tulsa, OK Metro Area",18193,1619
310M200US46220,46220,"Tuscaloosa, AL Metro Area",15881,1178
310M200US46340,46340,"Tyler, TX Metro Area",17355,2777
310M200US46520,46520,"Urban Honolulu, HI Metro Area",33187,2932
310M200US46540,46540,"Utica-Rome, NY Metro Area",16009,3876
310M200US46660,46660,"Valdosta, GA Metro Area",11645,1113
310M200US46700,46700,"Vallejo-Fairfield, CA Metro Area",24515,1821
310M200US47020,47020,"Victoria, TX Metro Area",13056,3153
310M200US47220,47220,"Vineland-Bridgeton, NJ Metro Area",16249,2199
310M200US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",21685,773
310M200US47300,47300,"Visalia-Porterville, CA Metro Area",18711,9678
310M200US47380,47380,"Waco, TX Metro Area",15908,2340
310M200US47460,47460,"Walla Walla, WA Metro Area",41838,23677
310M200US47580,47580,"Warner Robins, GA Metro Area",19248,2108
310M200US47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",33048,574
310M200US47940,47940,"Waterloo-Cedar Falls, IA Metro Area",13763,4466
310M200US48060,48060,"Watertown-Fort Drum, NY Metro Area",15350,3659
310M200US48140,48140,"Wausau, WI Metro Area",17236,10300
310M200US48260,48260,"Weirton-Steubenville, WV-OH Metro Area",21338,8880
310M200US48540,48540,"Wheeling, WV-OH Metro Area",11440,1896
310M200US48620,48620,"Wichita, KS Metro Area",17620,1853
310M200US48660,48660,"Wichita Falls, TX Metro Area",11607,2398
310M200US48700,48700,"Williamsport, PA Metro Area",9306,1985
310M200US48900,48900,"Wilmington, NC Metro Area",14901,2186
310M200US49020,49020,"Winchester, VA-WV Metro Area",23932,9991
310M200US49180,49180,"Winston-Salem, NC Metro Area",21419,4227
310M200US49340,49340,"Worcester, MA-CT Metro Area",20865,4861
310M200US49420,49420,"Yakima, WA Metro Area",25501,18260
310M200US49620,49620,"York-Hanover, PA Metro Area",16992,2033
310M200US49660,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",14920,1098
310M200US49700,49700,"Yuba City, CA Metro Area",28848,8355
310M200US49740,49740,"Yuma, AZ Metro Area",17112,6291
