GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
310M200US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",54002,1377
310M200US41980,41980,"San Juan-Carolina-Caguas, PR Metro Area",13805,466
310M200US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",35689,1737
310M200US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",36728,2210
310M200US42140,42140,"Santa Fe, NM Metro Area",36595,2536
310M200US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",33781,1331
310M200US42220,42220,"Santa Rosa, CA Metro Area",40825,1818
310M200US42340,42340,"Savannah, GA Metro Area",31072,1515
310M200US42540,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",28081,754
310M200US42660,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",43536,600
310M200US42680,42680,"Sebastian-Vero Beach, FL Metro Area",35098,3394
310M200US42700,42700,"Sebring, FL Metro Area",26112,6483
310M200US43100,43100,"Sheboygan, WI Metro Area",29431,938
310M200US43300,43300,"Sherman-Denison, TX Metro Area",27432,2016
310M200US43340,43340,"Shreveport-Bossier City, LA Metro Area",31083,1481
310M200US43420,43420,"Sierra Vista-Douglas, AZ Metro Area",24281,1559
310M200US43580,43580,"Sioux City, IA-NE-SD Metro Area",28301,1633
310M200US43620,43620,"Sioux Falls, SD Metro Area",32017,1528
310M200US43780,43780,"South Bend-Mishawaka, IN-MI Metro Area",27571,1245
310M200US43900,43900,"Spartanburg, SC Metro Area",25635,1284
310M200US44060,44060,"Spokane-Spokane Valley, WA Metro Area",27196,976
310M200US44100,44100,"Springfield, IL Metro Area",35055,2011
310M200US44140,44140,"Springfield, MA Metro Area",30082,788
310M200US44180,44180,"Springfield, MO Metro Area",24702,821
310M200US44220,44220,"Springfield, OH Metro Area",26440,1310
310M200US44300,44300,"State College, PA Metro Area",28191,1546
310M200US44420,44420,"Staunton-Waynesboro, VA Metro Area",26437,1970
310M200US44700,44700,"Stockton-Lodi, CA Metro Area",25986,1228
310M200US44940,44940,"Sumter, SC Metro Area",24384,1779
310M200US45060,45060,"Syracuse, NY Metro Area",30932,766
310M200US45220,45220,"Tallahassee, FL Metro Area",29074,1228
310M200US45300,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",30565,507
310M200US45460,45460,"Terre Haute, IN Metro Area",22661,1493
310M200US45500,45500,"Texarkana, TX-AR Metro Area",24956,2939
310M200US45540,45540,"The Villages, FL Metro Area",35703,3267
310M200US45780,45780,"Toledo, OH Metro Area",29835,960
310M200US45820,45820,"Topeka, KS Metro Area",27664,1175
310M200US45940,45940,"Trenton, NJ Metro Area",41056,1502
310M200US46060,46060,"Tucson, AZ Metro Area",28961,875
310M200US46140,46140,"Tulsa, OK Metro Area",31972,734
310M200US46220,46220,"Tuscaloosa, AL Metro Area",29234,1613
310M200US46340,46340,"Tyler, TX Metro Area",30182,2076
310M200US46520,46520,"Urban Honolulu, HI Metro Area",42513,1657
310M200US46540,46540,"Utica-Rome, NY Metro Area",28212,1457
310M200US46660,46660,"Valdosta, GA Metro Area",21763,1634
310M200US46700,46700,"Vallejo-Fairfield, CA Metro Area",32618,1570
310M200US47020,47020,"Victoria, TX Metro Area",28607,2175
310M200US47220,47220,"Vineland-Bridgeton, NJ Metro Area",24909,1492
310M200US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",34338,631
310M200US47300,47300,"Visalia-Porterville, CA Metro Area",19366,1072
310M200US47380,47380,"Waco, TX Metro Area",24705,1077
310M200US47460,47460,"Walla Walla, WA Metro Area",26264,2927
310M200US47580,47580,"Warner Robins, GA Metro Area",28901,2611
310M200US47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",54943,591
310M200US47940,47940,"Waterloo-Cedar Falls, IA Metro Area",30645,1447
310M200US48060,48060,"Watertown-Fort Drum, NY Metro Area",25048,1166
310M200US48140,48140,"Wausau, WI Metro Area",30915,1686
310M200US48260,48260,"Weirton-Steubenville, WV-OH Metro Area",24657,1302
310M200US48300,48300,"Wenatchee, WA Metro Area",28352,1719
310M200US48540,48540,"Wheeling, WV-OH Metro Area",27563,1741
310M200US48620,48620,"Wichita, KS Metro Area",28380,749
310M200US48660,48660,"Wichita Falls, TX Metro Area",24755,1442
