"Remittances, inflows (% of GDP)"
"130"," India","0.7","1.7","2.7","2.7","3.1","3.4","3.7","3.7"
"110"," Indonesia","0.1","0.3","0.7","1.9","1.0","0.8","0.8","0.9"
"69"," Iran (Islamic Republic of)","","1.8","0.5","0.5","0.3","0.3","",""
"121"," Iraq","","","","1.4","0.1","0.1","0.1",""
"6"," Ireland","0.6","0.5","0.3","0.2","0.3","0.3","0.3","0.3"
"18"," Israel","1.5","0.7","0.3","0.3","0.2","0.2","0.3","0.3"
"27"," Italy","0.4","0.2","0.2","0.1","0.3","0.3","0.3","0.3"
"99"," Jamaica","5.0","11.2","9.9","15.9","15.3","14.6","14.6","15.0"
"20"," Japan","","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"80"," Jordan","12.0","21.4","21.8","19.2","13.3","11.7","11.3","10.8"
"56"," Kazakhstan","","0.6","0.7","0.1","0.2","0.1","0.1","0.1"
"145"," Kenya","1.6","3.3","4.2","2.3","1.7","2.2","2.4",""
"137"," Kiribati","18.1","","","","7.8","7.2","7.3",""
"17"," Korea (Republic of)","0.8","0.6","0.9","0.6","0.5","0.5","0.5","0.5"
"48"," Kuwait","","","","","0.0","0.0","0.0","0.0"
"120"," Kyrgyzstan","","0.1","0.6","12.7","26.4","27.6","30.8","31.5"
"141"," Lao People's Democratic Republic","1.3","1.3","0.0","0.0","0.6","1.3","0.6","0.5"
"46"," Latvia","","","0.9","2.4","2.6","2.4","2.6","2.5"
"67"," Lebanon","","","","23.1","18.2","17.3","15.6","17.7"
"161"," Lesotho","78.6","47.8","62.0","43.8","28.0","26.1","23.8","19.8"
"177"," Liberia","","","","5.9","2.4","23.4","29.7","19.7"
"94"," Libya","","","0.0","0.0","","","",""
"37"," Lithuania","","0.0","0.4","2.0","4.6","4.5","3.6","4.5"
"19"," Luxembourg","","3.4","2.7","3.4","3.1","3.0","3.0","3.0"
"154"," Madagascar","0.3","0.4","0.3","0.2","","","",""
"173"," Malawi","","0.0","0.0","0.8","0.4","0.5","0.7",""
"62"," Malaysia","0.4","0.1","0.4","0.8","0.4","0.4","0.4","0.4"
"104"," Maldives","0.8","0.6","0.4","0.2","0.1","0.1","0.1","0.1"
"179"," Mali","4.4","4.5","3.0","3.3","5.0","7.4","",""
"37"," Malta","2.3","0.5","0.5","0.6","0.4","0.4","0.4","0.4"
".."," Marshall Islands","","","","17.2","13.7","12.9","11.9",""
"156"," Mauritania","1.3","0.4","","","","","",""
"63"," Mauritius","","3.3","3.9","0.0","0.0","0.0","0.0","0.0"
"74"," Mexico","1.2","1.3","1.1","2.6","2.1","2.0","2.0","1.8"
"123"," Micronesia (Federated States of)","","","","","6.1","6.3","6.4","7.0"
"107"," Moldova (Republic of)","","0.1","13.9","30.6","23.3","22.8","24.6","24.9"
"90"," Mongolia","","","1.1","7.1","4.3","3.2","3.1","2.2"
"49"," Montenegro","","","","","7.3","7.6","8.2","9.6"
"126"," Morocco","7.0","5.3","5.8","7.7","7.1","7.3","6.8","6.6"
"180"," Mozambique","2.8","2.6","0.9","0.9","1.4","1.2","1.5","1.4"
"126"," Namibia","0.5","0.4","0.2","0.2","0.1","0.1","0.1","0.1"
"145"," Nepal","","1.3","2.0","14.9","21.7","22.4","25.0","28.8"
"5"," Netherlands","0.2","0.3","0.3","0.2","0.2","0.2","0.2","0.2"
"9"," New Zealand","1.7","2.6","0.5","0.3","0.3","0.3","0.3","0.2"
"125"," Nicaragua","","1.8","6.3","9.7","9.2","9.2","9.5","9.6"
"188"," Niger","0.6","0.4","0.8","1.9","2.3","2.6","2.3",""
"152"," Nigeria","0.0","2.8","3.0","13.0","5.4","5.0","4.5",""
"1"," Norway","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
