country,contcod,region,year,DEININGER,gini_DS,Dinc_DS,Dhh_DS,Dgross_DS,WIDER,gini_W,Dinc_W,Dhh_W,Dgross_W,sampl_W,enumera_W,incdef_W,refunit_W,LIS,gini_LIS,Dinc_LIS,Dhh_LIS,Dgross_LIS,SEDLAC,gini_SEDLAC,Dinc_SEDLAC,Dhh_SEDLAC,Dgross_SEDLAC,EEUROPE,gini_EE,Dinc_EE,Dhh_EE,Dgross_EE,WYD,gini_WYD,Dinc_WYD,Dhh_WYD,Dgross_WYD,SILC,gini_SILC,Dinc_SILC,Dhh_SILC,Dgross_SILC,POVCAL,gini_POVCAL,Dinc_POVCAL,Dhh_POVCAL,INDIE,gini_INDIE,Dinc_INDIE,Dhh_INDIE,Dgross_INDIE,ALLTHEGINI,Giniall,Di,Dhh,Dg,source_of_data
Brazil,BRA,Latin America,2002,,,,,,,,,,,,,,,,,,,,,58.29999924,1,0,1,,,,,,,59,1,0,1,,,,,,,59.42,1,0,,58,1,1,1,,58,1,1,1,INDIE
Brazil,BRA,Latin America,2003,,,,,,,,,,,,,,,,,,,,,57.59999847,1,0,1,,,,,,,,,,,,,,,,,58.78,1,0,,57.5,1,1,1,,57.5,1,1,1,INDIE
Brazil,BRA,Latin America,2004,,,,,,,,,,,,,,,,,,,,,56.61999893,1,0,1,,,,,,,,,,,,,,,,,57.68,1,0,,56.40000153,1,1,1,,56.40000153,1,1,1,INDIE
Brazil,BRA,Latin America,2005,,,,,,,,,,,,,,,,,,,,,56.43999863,1,0,1,,,,,,,57.13218689,1,0,1,,,,,,,57.42,1,0,,,,,,,56.40000153,1,0,1,SEDLAC
Brazil,BRA,Latin America,2006,,,,,,,,,,,,,,,,53.19011307,1,0,0,,55.88999939,1,0,1,,,,,,,,,,,,,,,,,56.77,1,0,,,,,,,53.20000076,1,0,0,LIS
Brazil,BRA,Latin America,2007,,,,,,,,,,,,,,,,,,,,,54.86000061,1,0,1,,,,,,,,,,,,,,,,,55.89,1,0,,,,,,,54.90000153,1,0,1,SEDLAC
Brazil,BRA,Latin America,2008,,,,,,,,,,,,,,,,,,,,,54.22999954,1,0,1,,,,,,,,,,,,,,,,,55.07,1,0,,,,,,,54.20000076,1,0,1,SEDLAC
Brazil,BRA,Latin America,2009,,,,,,,,,,,,,,,,,,,,,53.61000061,1,0,1,,,,,,,,,,,,,,,,,54.69,1,0,,,,,,,53.59999847,1,0,1,SEDLAC
Brazil,BRA,Latin America,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Latin America,2011,,,,,,,,,,,,,,,,,,,,,52.74000168,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,52.70000076,1,0,1,SEDLAC
Brunei,BRN,Asia,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,BRN,Asia,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1963,,22.5,1,0,1,,22.5,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,1,0,1,9
Bulgaria,BGR,Eastern Europe,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1965,,22.22999954,1,0,1,,22.22999954,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.20000076,1,0,1,9
Bulgaria,BGR,Eastern Europe,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,1967,,22.94000053,1,0,1,,22.94000053,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.89999962,1,0,1,9
Bulgaria,BGR,Eastern Europe,1968,,,,,,,15.89999962,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89999962,1,0,1,9
Bulgaria,BGR,Eastern Europe,1969,,20.90999985,1,0,1,,20.90999985,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.89999962,1,0,1,9
Bulgaria,BGR,Eastern Europe,1970,,21.5,1,0,1,,21.5,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,1,0,1,9
Bulgaria,BGR,Eastern Europe,1971,,21.26000023,1,0,1,,21.26000023,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.29999924,1,0,1,9
Bulgaria,BGR,Eastern Europe,1972,,21.77000046,1,0,1,,21.77000046,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.79999924,1,0,1,9
Bulgaria,BGR,Eastern Europe,1973,,20.22999954,1,0,1,,20.22999954,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.20000076,1,0,1,9
Bulgaria,BGR,Eastern Europe,1974,,20.18000031,1,0,1,,20.18000031,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.20000076,1,0,1,9
Bulgaria,BGR,Eastern Europe,1975,,17.82999992,1,0,1,,17.82999992,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.79999924,1,0,1,9
Bulgaria,BGR,Eastern Europe,1976,,18.44000053,1,0,1,,18.44000053,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.39999962,1,0,1,9
Bulgaria,BGR,Eastern Europe,1977,,24.97999954,1,0,1,,24.97999954,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,0,1,9
Bulgaria,BGR,Eastern Europe,1978,,26.02000046,1,0,1,,26.02000046,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,0,1,9
Bulgaria,BGR,Eastern Europe,1979,,25.75,1,0,1,,25.75,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.79999924,1,0,1,9
Bulgaria,BGR,Eastern Europe,1980,,25.01000023,1,0,1,,25.01000023,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,0,1,9
Bulgaria,BGR,Eastern Europe,1981,,24.36000061,1,0,1,,24.36000061,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.39999962,1,0,1,9
Bulgaria,BGR,Eastern Europe,1982,,24.72999954,1,1,1,,24.72999954,1,1,1,missing,missing,"income, gross",household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.70000076,1,1,1,9
Bulgaria,BGR,Eastern Europe,1983,,24.98999977,1,0,1,,24.98999977,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,0,1,9
Bulgaria,BGR,Eastern Europe,1984,,23.45000076,1,0,1,,23.45000076,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,1,0,1,9
Bulgaria,BGR,Eastern Europe,1985,,23.42000008,1,0,1,,23.42000008,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.39999962,1,0,1,9
Bulgaria,BGR,Eastern Europe,1986,,22.55999947,1,0,1,,22.55999947,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.60000038,1,0,1,9
Bulgaria,BGR,Eastern Europe,1987,,20.82999992,1,0,1,,20.82999992,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.79999924,1,0,1,9
Bulgaria,BGR,Eastern Europe,1988,,21.96999931,1,0,1,,21.96999931,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,0,1,9
Bulgaria,BGR,Eastern Europe,1989,,20.69000053,1,0,1,,20.69000053,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,,,,,,21.69477272,1,0,0,,,,,,,23.43,0,0,,,,,,,21.70000076,1,0,0,WYD
Bulgaria,BGR,Eastern Europe,1990,,24.53000069,1,0,1,,24.53000069,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,22.60000038,1,0,0,,,,,,,,,,,,,,,,,,,,,22.60000038,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,1991,,24.22999954,1,0,1,,24.22999954,1,0,1,missing,missing,"income, gross",person,,,,,,,,,,,,23.79999924,1,0,0,,,,,,,,,,,,,,,,,,,,,23.79999924,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,1992,,30.79999924,1,0,1,,31.05999947,1,0,0,household,household,"income, net",household per capita,,,,,,,,,,,,30,1,0,0,,,,,,,,,,,,30.71,1,0,,,,,,,30,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,1993,,34.41999817,1,0,1,,31.89999962,1,0,0,household,household,"income, net",household per capita,,,,,,,,,,,,33.29999924,1,0,0,,33.34532166,1,0,0,,,,,,,,,,,,,,,,33.29999924,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,1994,,,,,,,35.61999893,1,0,0,household,household,"income, net",household per capita,,,,,,,,,,,,34.20000076,1,0,0,,,,,,,,,,,,24.32,0,0,,,,,,,34.20000076,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,1995,,,,,,,37.15000153,1,0,0,household,household,"income, net",household per capita,,,,,,,,,,,,32.29999924,1,0,0,,,,,,,,,,,,31.03,1,0,,,,,,,32.29999924,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,1996,,,,,,,34.77999878,1,0,0,household,household,"income, net",household per capita,,,,,,,,,,,,36,1,0,0,,,,,,,,,,,,,,,,,,,,,36,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,1997,,,,,,,34.59000015,1,0,0,household,household,"income, net",household per capita,,,,,,,,,,,,36.09999847,1,0,0,,34.09000015,1,0,1,,,,,,,26.38,0,0,,,,,,,36.09999847,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,1998,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,0,0,,,,,,,,,,,,,,,,,,,,,34,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,1999,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,0,0,,,,,,,,,,,,,,,,,,,,,33,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,2000,,,,,,,,,,,,,,,,,,,,,,,,,,33.09999847,1,0,0,,,,,,,,,,,,,,,,,,,,,33.09999847,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,2001,,,,,,,,,,,,,,,,,,,,,,,,,,33.59999847,1,0,0,,,,,,,,,,,,34.34,0,0,,,,,,,33.59999847,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,2002,,,,,,,,,,,,,,,,,,,,,,,,,,35.09999847,1,0,0,,,,,,,,,,,,,,,,,,,,,35.09999847,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,2003,,,,,,,,,,,,,,,,,,,,,,,,,,27.20000076,1,0,0,,27.20000076,1,0,0,,,,,,,29.22,0,0,,,,,,,27.20000076,1,0,0,ECA
Bulgaria,BGR,Eastern Europe,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.43414116,0,0,1,,,,,,,,,,,,,,,,29.39999962,0,0,1,WYD
Bulgaria,BGR,Eastern Europe,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Eastern Europe,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.19,0,0,,,,,,,28.20000076,0,0,,POVCAL
Bulgaria,BGR,Eastern Europe,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.19187927,1,0,0,,,,,,,,,,,36.20000076,1,0,0,SILC
Burkina Faso,BFA,Africa,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1994,,,,,,,48.20000076,0,0,1,household,person,expenditure,household per capita,,,,,,,,,,,,,,,,,46.54487991,0,0,1,,,,,,,50.71,0,0,,,,,,,46.5,0,0,1,WYD
Burkina Faso,BFA,Africa,1995,,39,0,0,0,,39,0,0,0,missing,missing,"expenditure, net",person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,0,9
Burkina Faso,BFA,Africa,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.85,0,0,,,,,,,46.90000153,0,0,,POVCAL
Burkina Faso,BFA,Africa,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.40999985,0,0,1,,,,,,,,,,,,,,,,52.40000153,0,0,1,WYD
Burkina Faso,BFA,Africa,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.59999847,0,0,1,,,,,,,39.6,0,0,,,,,,,37.59999847,0,0,1,WYD
Burkina Faso,BFA,Africa,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Africa,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.79999924,0,0,1,,,,,,,39.79,0,0,,,,,,,39.79999924,0,0,1,WYD
Burundi,BDI,Africa,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,BDI,Africa,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,0,0,,,,,,,33.29999924,0,0,,POVCAL
Burundi,BDI,Africa,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
