country,contcod,region,year,DEININGER,gini_DS,Dinc_DS,Dhh_DS,Dgross_DS,WIDER,gini_W,Dinc_W,Dhh_W,Dgross_W,sampl_W,enumera_W,incdef_W,refunit_W,LIS,gini_LIS,Dinc_LIS,Dhh_LIS,Dgross_LIS,SEDLAC,gini_SEDLAC,Dinc_SEDLAC,Dhh_SEDLAC,Dgross_SEDLAC,EEUROPE,gini_EE,Dinc_EE,Dhh_EE,Dgross_EE,WYD,gini_WYD,Dinc_WYD,Dhh_WYD,Dgross_WYD,SILC,gini_SILC,Dinc_SILC,Dhh_SILC,Dgross_SILC,POVCAL,gini_POVCAL,Dinc_POVCAL,Dhh_POVCAL,INDIE,gini_INDIE,Dinc_INDIE,Dhh_INDIE,Dgross_INDIE,ALLTHEGINI,Giniall,Di,Dhh,Dg,source_of_data
Mexico,MEX,Latin America,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1984,,50.58000183,1,0,1,,47.40000153,1,0,1,household,missing,"income, gross",household per capita,,48.41103745,1,0,0,,,,,,,,,,,,,,,,,,,,,,46.26,0,0,,,,,,,48.40000153,1,0,0,LIS
Mexico,MEX,Latin America,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1989,,54.97999954,1,0,1,,53.09999847,1,0,1,household,missing,"income, gross",household per capita,,52.44948196,1,0,0,,51.22000122,1,0,1,,,,,,,53.04734802,1,0,1,,,,,,,,,,,,,,,,52.40000153,1,0,0,LIS
Mexico,MEX,Latin America,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1992,,50.31000137,0,0,0,,53.09999847,1,0,1,household,missing,"income, gross",household per capita,,54.4967308,1,0,0,,53.56000137,1,0,1,,,,,,,,,,,,,,,,,51.06,0,0,,,,,,,54.5,1,0,0,LIS
Mexico,MEX,Latin America,1992,,50.31000137,0,0,0,,53.09999847,1,0,1,household,missing,"income, gross",household per capita,,54.4967308,1,0,0,,53.56000137,1,0,1,,,,,,,,,,,,,,,,,53.75,1,0,,,,,,,54.5,1,0,0,LIS
Mexico,MEX,Latin America,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1994,,,,,,,57,1,0,1,missing,missing,"income, gross",person,,55.23775101,1,0,0,,54.09999847,1,0,1,,,,,,,51.9167099,1,0,1,,,,,,,54.34,1,0,,,,,,,55.20000076,1,0,0,LIS
Mexico,MEX,Latin America,1994,,,,,,,57,1,0,1,missing,missing,"income, gross",person,,55.23775101,1,0,0,,54.09999847,1,0,1,,,,,,,51.9167099,1,0,1,,,,,,,51.89,0,0,,,,,,,55.20000076,1,0,0,LIS
Mexico,MEX,Latin America,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1996,,,,,,,,,,,,,,,,53.30296326,1,0,0,,54.29999924,1,0,1,,,,,,,,,,,,,,,,,54.81,1,0,,,,,,,53.29999924,1,0,0,LIS
Mexico,MEX,Latin America,1996,,,,,,,,,,,,,,,,53.30296326,1,0,0,,54.29999924,1,0,1,,,,,,,,,,,,,,,,,48.54,0,0,,,,,,,53.29999924,1,0,0,LIS
Mexico,MEX,Latin America,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,1998,,,,,,,,,,,,,,,,,,,,,53.20000076,1,0,1,,,,,,,52.43999863,1,0,1,,,,,,,48.99,0,0,,,,,,,53.20000076,1,0,1,SEDLAC
Mexico,MEX,Latin America,1998,,,,,,,,,,,,,,,,,,,,,53.20000076,1,0,1,,,,,,,52.43999863,1,0,1,,,,,,,54.51,1,0,,,,,,,53.20000076,1,0,1,SEDLAC
Mexico,MEX,Latin America,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,2000,,,,,,,,,,,,,,,,53.63203812,1,0,0,,53.65999985,1,0,1,,,,,,,,,,,,,,,,,51.87,0,0,,,,,,,53.59999847,1,0,0,LIS
Mexico,MEX,Latin America,2000,,,,,,,,,,,,,,,,53.63203812,1,0,0,,53.65999985,1,0,1,,,,,,,,,,,,,,,,,53.98,1,0,,,,,,,53.59999847,1,0,0,LIS
Mexico,MEX,Latin America,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,2002,,,,,,,,,,,,,,,,51.13111115,1,0,0,,51.02999878,1,0,1,,,,,,,51,1,0,1,,,,,,,51.69,1,0,,,,,,,51.09999847,1,0,0,LIS
Mexico,MEX,Latin America,2002,,,,,,,,,,,,,,,,51.13111115,1,0,0,,51.02999878,1,0,1,,,,,,,51,1,0,1,,,,,,,49.68,0,0,,,,,,,51.09999847,1,0,0,LIS
Mexico,MEX,Latin America,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,2004,,,,,,,,,,,,,,,,50.59614182,1,0,0,,50.79000092,1,0,1,,,,,,,,,,,,,,,,,51.06,1,0,,,,,,,50.59999847,1,0,0,LIS
Mexico,MEX,Latin America,2004,,,,,,,,,,,,,,,,50.59614182,1,0,0,,50.79000092,1,0,1,,,,,,,,,,,,,,,,,46.05,0,0,,,,,,,50.59999847,1,0,0,LIS
Mexico,MEX,Latin America,2005,,,,,,,,,,,,,,,,,,,,,50.90000153,1,0,1,,,,,,,51.73596191,1,0,1,,,,,,,51.15,1,0,,,,,,,50.90000153,1,0,1,SEDLAC
Mexico,MEX,Latin America,2006,,,,,,,,,,,,,,,,,,,,,49.59999847,1,0,1,,,,,,,,,,,,,,,,,48.11,0,0,,,,,,,49.59999847,1,0,1,SEDLAC
Mexico,MEX,Latin America,2006,,,,,,,,,,,,,,,,,,,,,49.59999847,1,0,1,,,,,,,,,,,,,,,,,49.85,1,0,,,,,,,49.59999847,1,0,1,SEDLAC
Mexico,MEX,Latin America,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,2008,,,,,,,,,,,,,,,,,,,,,50.15000153,1,0,1,,,,,,,,,,,,,,,,,50.5,1,0,,,,,,,50.20000076,1,0,1,SEDLAC
Mexico,MEX,Latin America,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Latin America,2010,,,,,,,,,,,,,,,,,,,,,47.45000076,1,0,1,,,,,,,,,,,,,,,,,47.73,1,0,,,,,,,47.5,1,0,1,SEDLAC
Moldova,MDA,Eastern Europe,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1988,,24.10000038,1,0,1,,26.39999962,1,0,1,household,person,"income, gross",household per capita,,,,,,,,,,,,,,,,,20.02968597,0,0,0,,,,,,,24.14,1,0,,,,,,,20,0,0,0,WYD
Moldova,MDA,Eastern Europe,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1990,,,,,,,26.70000076,1,0,1,household,person,"income, gross",household per capita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.70000076,1,0,1,9
Moldova,MDA,Eastern Europe,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1992,,34.43000031,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.32,1,0,,,,,,,34.29999924,1,0,,POVCAL
Moldova,MDA,Eastern Europe,1993,,36.5,1,0,0,,,,,,,,,,,,,,,,,,,,,37.20000076,1,0,0,,37.19688034,0,0,0,,,,,,,,,,,,,,,,37.20000076,1,0,0,ECA
Moldova,MDA,Eastern Europe,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Eastern Europe,1997,,,,,,,,,,,,,,,,,,,,,,,,,,42.09999847,0,0,0,,39.74000168,0,0,1,,,,,,,36.9,0,0,,,,,,,42.09999847,0,0,0,ECA
Moldova,MDA,Eastern Europe,1998,,,,,,,,,,,,,,,,,,,,,,,,,,40.20000076,0,0,0,,,,,,,,,,,,39.47,0,0,,,,,,,40.20000076,0,0,0,ECA
Moldova,MDA,Eastern Europe,1999,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,0,,,,,,,,,,,,39.35,0,0,,,,,,,39,0,0,0,ECA
Moldova,MDA,Eastern Europe,2000,,,,,,,,,,,,,,,,,,,,,,,,,,38.09999847,0,0,0,,,,,,,,,,,,,,,,,,,,,38.09999847,0,0,0,ECA
Moldova,MDA,Eastern Europe,2001,,,,,,,,,,,,,,,,,,,,,,,,,,37.40000153,0,0,0,,,,,,,,,,,,38.59,0,0,,,,,,,37.40000153,0,0,0,ECA
Moldova,MDA,Eastern Europe,2002,,,,,,,,,,,,,,,,,,,,,,,,,,37.20000076,0,0,0,,32.09999847,0,0,1,,,,,,,36.87,0,0,,,,,,,37.20000076,0,0,0,ECA
Moldova,MDA,Eastern Europe,2003,,,,,,,,,,,,,,,,,,,,,,,,,,34.90000153,0,0,0,,,,,,,,,,,,35.55,0,0,,,,,,,34.90000153,0,0,0,ECA
Moldova,MDA,Eastern Europe,2004,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,,34.79468918,0,0,1,,,,,,,35.96,0,0,,,,,,,35,0,0,0,ECA
Moldova,MDA,Eastern Europe,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.28,0,0,,,,,,,36.29999924,0,0,,POVCAL
Moldova,MDA,Eastern Europe,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.13,0,0,,,,,,,36.09999847,0,0,,POVCAL
Moldova,MDA,Eastern Europe,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.27,0,0,,,,,,,35.29999924,0,0,,POVCAL
Moldova,MDA,Eastern Europe,2008,,,,,,,,,,,,,,,,,,,,,,,,,,31.14559937,0,0,0,,,,,,,,,,,,35.3,0,0,,,,,,,31.10000038,0,0,0,ECA
Moldova,MDA,Eastern Europe,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.02,0,0,,,,,,,34,0,0,,POVCAL
Moldova,MDA,Eastern Europe,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.03,0,0,,,,,,,33,0,0,,POVCAL
Mongolia,MNG,Asia,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1995,,33.18999863,0,0,0,,33.20000076,0,0,1,household,person,expenditure,household per capita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.20000076,0,0,1,9
Mongolia,MNG,Asia,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,2000,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,1,0,0,,,,,,,,,,,,,,,,,,,,,32.5,1,0,0,ECA
Mongolia,MNG,Asia,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.70398331,0,0,1,,,,,,,,,,,,,,,,32.70000076,0,0,1,WYD
Mongolia,MNG,Asia,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Asia,2005,,,,,,,,,,,,,,,,,,,,,,,,,,32.27000046,0,0,0,,,,,,,,,,,,,,,,,,,,,32.29999924,0,0,0,ECA
Mongolia,MNG,Asia,2006,,,,,,,,,,,,,,,,,,,,,,,,,,32.70000076,0,0,0,,,,,,,,,,,,,,,,,,,,,32.70000076,0,0,0,ECA
Mongolia,MNG,Asia,2007,,,,,,,,,,,,,,,,,,,,,,,,,,35.82167816,0,0,0,,35.98199844,0,0,1,,,,,,,,,,,,,,,,35.79999924,0,0,0,ECA
Morocco,MAR,Africa,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Africa,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Africa,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Africa,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Africa,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Africa,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Africa,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Africa,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Africa,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Africa,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Africa,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
