Country Name,Country Code,Series Name,Series Code,2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Brazil,BRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10151.8427200715,10560.2114512359,10443.3198120441,11121.4209541496,11446.6009053327,11557.2673689406,11797.4494119593,11705.4311555548,11159.2541552581,..
Brazil,BRA,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,12604.0616370269,13019.8511920384,12886.7241943715,14173.4390600331,14580.0625243627,14472.3865393593,14582.0085155527,14858.4914079427,14145.1373515389,..
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.4148292682927,72.6954146341463,72.9780243902439,73.2641463414634,73.5523414634146,73.8395853658537,74.1224390243903,74.4018780487805,..,..
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.46629204602643,1.44192413474423,1.53862539903512,1.53940658512634,1.41273048784336,1.38119466190808,1.33323803173355,1.35167944071978,1.38666829710795,..
China,CHN,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,3751.39557591675,..,..,..,..,..,..
China,CHN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,95.1244812011719,..,..,..,..,96.3574523925781,..
China,CHN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.373657023877938,0.371718189650935,0.377628069370084,0.377054286496525,0.372698462969265,0.376069655247109,0.373289488535181,0.371110413976816,..,..
China,CHN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
China,CHN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,6.32522408189147,6.02677498834875,8.59560628524178,10.7372983176938,11.7469364315391,13.1666910568286,13.5078428756783,..,..,..
China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.526,1.531,1.535,1.539,1.544,1.549,1.555,1.562,..,..
China,CHN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3487.84568996575,3805.02591614039,4142.03819614617,4560.5124871009,4971.54482081216,5336.06002747016,5721.69369479588,6108.23864247317,6497.48230504326,..
China,CHN,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,7301.16489346821,7995.5259277094,8637.47934381199,9485.03485369132,10287.8583979887,11119.9782381904,11854.826171518,12774.6132592728,13515.0553456312,..
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.3404390243903,74.5832682926829,74.8032682926829,75.0074146341463,75.2021707317073,75.3929268292683,75.5851463414634,75.7822682926829,..,..
China,CHN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.916857936148,1.87925167598066,2.06722086544849,1.8965298861982,1.82192749816085,1.83921096459762,1.85118026567166,1.90464935549125,1.95101963802595,..
France,FRA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,35597.8002199145,35172.7528504958,33795.9571483941,34316.092375263,34665.0140588695,34079.2924519807,34311.8388177234,34380.6439018942,..,..
France,FRA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.20942391336002,1.20063061337327,1.15315228916243,1.1475104254839,1.11370896460128,1.08452601216987,1.05949687208838,1.03482776023284,..,..
France,FRA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,76.2784835082245,79.483451529755,88.9239643514465,88.5793492607987,..,..,..
France,FRA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,48.9854545218662,48.490514180774,49.1741369867197,48.0749241763411,45.9799972696503,46.7037149652336,46.2144676257289,43.5791213419801,..,..
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.98,2.01,2,2.03,2.01,2.01,1.99,1.99,..,..
France,FRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,41699.1735183215,41547.7670146856,40118.7680187835,40705.7662299421,41351.6528296788,41227.1835155204,41268.4606253644,41204.0094139333,41533.8672836724,..
France,FRA,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,38427.3521793609,38306.3736467548,36867.6696256983,37498.5086306766,38184.7917178626,37742.5932570742,37773.2787342482,37689.5114478403,38109.133149134,..
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1121951219512,81.2146341463415,81.4146341463415,81.6634146341463,82.1146341463415,81.9682926829268,82.219512195122,82.3731707317073,..,..
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.2754629510657,2.25783500764085,2.48301072141193,2.33417280424482,2.25665813943099,2.23893577596555,2.22242603259369,2.24057507509472,2.1024142345204,..
Germany,DEU,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,35349.9276838811,35175.6383555994,33863.4449821189,35128.709590637,36350.2141023294,36918.1311119604,36301.981363592,37654.8691848179,..,..
Germany,DEU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.582952964487843,0.582190700572499,0.599642687214771,0.599630304483143,0.461781404227774,0.446779385587168,0.42462229256511,0.423087892056018,..,..
Germany,DEU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,53.8479725277707,53.3842374737341,55.1597746405343,52.2333559782609,..,..,..
Germany,DEU,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,58.4642761986951,60.0031952157986,59.3180354206233,60.6650813779702,60.5645102225714,60.6954585991601,62.1041138169298,60.8852102578916,..,..
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.37,1.38,1.36,1.39,1.36,1.38,1.39,1.39,..,..
Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,41834.3577183285,42367.6198736368,40088.4914484135,41788.0447853084,43306.5024457091,44261.8950601021,43554.2147590488,44877.5530156033,45408.3059115022,..
Germany,DEU,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,41319.3959941052,41634.5504254662,39904.3375468064,41476.7156347962,43206.0124832254,44082.6624581024,43401.5364371855,44649.8529773366,45166.9870391783,..
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.5341463414634,79.7365853658537,79.8365853658537,79.9878048780488,80.7414634146342,80.8926829268293,80.8439024390244,80.8439024390244,..,..
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.23705351281021,1.28131660511996,1.38890695368007,1.35365069029402,1.28111219627689,1.31126144743425,1.22399371603261,1.18843474364981,1.17108829406295,..
India,IND,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,988.308136830551,1000.17932702395,1098.13291460496,1176.61096315355,1205.82824724307,1254.0466074899,1312.74506419446,1388.87402596052,..,..
India,IND,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,69.3025588989258,..,..,..,72.2253036499023,..
India,IND,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.548489035881963,0.549132043423439,0.557113931089638,0.557121559418381,0.557188309182939,0.570914258708624,0.56359929327842,0.553303907379795,..,..
India,IND,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,58.2473761975497,57.8705923208756,56.0073158259788,52.1853014202899,51.5582624312013,50.6406957660857,50.1366812547291,..,..,..
India,IND,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,24.9821074189996,25.8743880886581,27.5005855825662,28.3692223878179,29.6250994744949,31.7646131367735,32.5111253674381,..,..,..
India,IND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.826,2.755,2.687,2.622,2.563,2.51,2.465,2.427,..,..
India,IND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1130.04840940886,1156.96840301736,1237.38840184157,1345.7213825728,1416.11803348493,1476.57465354791,1555.02314886833,1647.32807976761,1750.62284230969,..
India,IND,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,3683.13080929675,3763.9195503506,4025.537180365,4356.69353857805,4594.18584106539,4776.28805189979,5027.14709637277,5328.96879105854,5663.79749539682,..
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.3004390243903,65.6994390243903,66.1026341463415,66.5061463414634,66.9041707317073,67.2898780487805,67.6604146341463,68.0138048780488,..,..
India,IND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.41602397052755,2.63008596184786,2.98414464725022,2.79228533051036,2.65158495242875,2.53547653435491,2.46411827633748,2.48815792057442,2.42141917655536,..
Indonesia,IDN,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,2352.89858629015,2377.55499575517,2607.1130178263,2738.27843848244,2863.36724879191,3001.36121216828,3097.25088887393,3254.68012727695,..,..
Indonesia,IDN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,92.1922988891602,92.5817031860352,..,92.8119125366211,..,..,95.1162185668945,95.4376831054688,..
Indonesia,IDN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.52317272688709,0.514902440010305,0.505849708609708,0.49958863768565,0.570810401422731,0.561752179866255,0.553940217297851,0.545295773263744,..,..
Indonesia,IDN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,34.2250282105616,29.997306381567,26.1661592780012,24.8651446692594,25.0344008432508,27.7819272178664,27.4317027797376,..,..
Indonesia,IDN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,-74.0712932253955,-73.6067549093202,-76.0661782380044,-81.3741868530413,-105.818731697751,-107.801686895262,-115.30863846185,..,..,..
Indonesia,IDN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.497,2.504,2.51,2.513,2.509,2.5,2.484,2.463,..,..
Indonesia,IDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2758.81276262078,2886.6454791017,2980.94600949531,3125.21994505825,3274.73370494482,3426.99169262839,3570.93116676032,3703.36591283877,3834.05622613561,..
Indonesia,IDN,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,7157.00210426143,7542.1412129419,7791.04781480119,8234.48933728339,8606.57864092575,9017.03114775879,9392.2816907378,9703.1598921201,10053.3377001765,..
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.5677317073171,67.7647804878049,67.9576341463415,68.1471951219512,68.3343902439024,68.5195609756098,68.7046097560976,68.8884878048781,..,..
Indonesia,IDN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.774786825419629,0.633480984934018,0.612410891294183,0.617587091951932,0.653776702606807,0.711549473406383,0.918769839183066,0.778141412685605,0.886273831969455,..
Italy,ITA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,32201.4066729887,30895.7322171365,29520.2717639032,29482.1647951492,29260.7298366898,28106.0762677545,27359.8341665197,27302.1056625317,..,..
Italy,ITA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,98.8482818603516,..,..,..,99.0157928466797,..
Italy,ITA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.78001177420632,1.75704812047031,1.32733326304327,1.46293065418538,1.49628655912917,1.43184854953543,1.41123303021723,1.38393331182746,..,..
Italy,ITA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,114.68172942796,108.349261373723,127.035920607563,134.846146416318,..,..,..
Italy,ITA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,85.363460129943,84.7442105999799,83.8092192640263,82.651725000059,81.3470636439199,78.3338797620813,76.3388121046007,75.3842632771691,..,..
Italy,ITA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.4,1.45,1.45,1.46,1.44,1.43,1.39,1.39,..,..
Italy,ITA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,38239.0732158748,37587.5752225003,35365.5064407027,35851.5080738451,35996.277664598,34887.3730078628,33889.3160821703,33610.6604498132,33849.3917225903,..
Italy,ITA,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,38109.8933238633,37095.1861706102,35200.7182794884,35632.5597057478,35751.2448482782,34693.0526384378,33689.6307777736,33463.6095727897,33689.0434477839,..
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4341463414634,81.4853658536586,81.6365853658537,82.0365853658537,82.1878048780488,82.2390243902439,82.690243902439,82.690243902439,..,..
Italy,ITA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.63244307914467,1.72508566291623,1.75290105472645,1.69559076391421,1.67509134660023,1.6273830134052,1.59080237617409,1.46855083312919,1.30866991202318,..
Japan,JPN,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,36518.1825034143,35069.0548109243,33078.9832823867,34825.8271778195,34458.3016230016,35250.1608066711,35869.1757958549,35658.9787534386,..,..
Japan,JPN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Japan,JPN,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.361602224792055,0.36225636556661,0.391346819850561,0.390138984035125,0.396751012448371,0.398052045442835,0.396281270928033,0.397841743760883,..,..
Japan,JPN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,174.644985082153,189.419708735785,195.472130303954,201.567701009239,..,..,..
Japan,JPN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,82.435042113619,82.1191165958813,80.1322194486315,80.0915414966779,88.8599756877787,93.7235202553641,93.8508075912589,94.0262300832689,..,..
Japan,JPN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.34,1.37,1.37,1.39,1.39,1.41,1.43,1.42,..,..
Japan,JPN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,43882.7504767207,43404.6279824291,41010.78822549,42935.2527196828,42824.7122978692,43658.1733764975,44327.9382090483,44386.0973303469,44656.8319059556,..
Japan,JPN,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,36394.795046604,35968.2128430484,33813.0769358173,35362.2046006588,35403.7874352382,36109.174750971,36835.7336194854,37004.7274414727,37288.1076514173,..
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5070731707317,82.5875609756098,82.9314634146342,82.8426829268293,82.5912195121951,83.0960975609756,83.3319512195122,83.5878048780488,..,..
Japan,JPN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.930371487744437,0.956062666833995,1.02211938862165,0.993967185916708,1.02830132064913,1.00737022167888,0.998682484918606,0.998410888596267,0.991428096855974,..
"Korea, Rep.",KOR,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,17074.1102507302,16697.233152076,16816.6926723153,18106.0507273752,18157.5884845329,18448.9264985488,18964.3938722703,19527.8332958583,..,..
"Korea, Rep.",KOR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,97.9659423828125,..,..,..,..,..,..,..,..
