"Foreign direct investment, net inflows (% of GDP)"
"126"," Namibia","1.1","3.9","3.0","5.4","6.8","6.0","8.4","6.9"
"145"," Nepal","0.2","","-0.0","0.0","0.5","0.5","0.5","0.4"
"5"," Netherlands","3.4","2.7","15.3","6.6","-0.9","2.4","0.6","3.8"
"9"," New Zealand","3.8","5.2","7.4","1.7","0.9","0.8","2.2","-0.3"
"125"," Nicaragua","0.1","2.1","5.2","3.8","5.7","9.8","7.6","7.5"
"188"," Niger","1.6","0.4","0.5","1.5","13.9","16.6","12.6","8.5"
"152"," Nigeria","1.9","3.8","2.5","4.4","1.6","2.1","1.5","1.1"
"1"," Norway","0.9","1.6","4.1","3.5","4.8","2.9","5.3","0.5"
"52"," Oman","1.2","0.3","0.4","4.9","2.1","1.3","1.3","2.0"
"147"," Pakistan","0.6","1.2","0.4","2.0","1.1","0.6","0.4","0.6"
"60"," Palau","1.3","-0.2","9.3","0.4","2.3","2.2","2.3","2.3"
"113"," Palestine, State of","","3.7","1.4","0.8","1.7","2.2","1.6",""
"60"," Panama","2.5","2.8","5.4","7.1","8.8","13.2","8.8","11.8"
"158"," Papua New Guinea","4.8","9.8","2.7","0.7","0.3","-2.4","-0.4","0.1"
"112"," Paraguay","1.4","1.1","1.3","0.1","1.7","1.8","2.0","1.2"
"84"," Peru","0.2","4.9","1.6","3.4","5.7","4.5","6.2","4.6"
"115"," Philippines","1.2","2.0","2.8","1.6","0.5","0.9","1.3","1.3"
"36"," Poland","0.1","2.6","5.4","3.6","3.6","3.3","1.4","-0.9"
"43"," Portugal","3.3","0.6","5.6","2.2","2.6","4.8","6.1","3.5"
"32"," Qatar","0.1","1.1","1.4","5.6","3.7","-0.1","0.2","-0.4"
"52"," Romania","0.0","1.2","2.8","6.9","1.9","1.4","1.6","2.2"
"50"," Russian Federation","","0.5","1.0","2.0","2.8","2.9","2.5","3.4"
"163"," Rwanda","0.3","0.2","0.5","0.3","0.7","1.7","2.2","1.5"
"77"," Saint Kitts and Nevis","30.6","8.9","22.9","17.1","16.8","15.1","12.6","14.5"
"89"," Saint Lucia","11.3","5.8","6.9","8.4","9.7","7.5","5.8","6.3"
"97"," Saint Vincent and the Grenadines","3.9","11.5","9.5","7.3","14.3","12.7","16.6","17.9"
"105"," Samoa","5.2","1.5","-0.6","0.8","0.2","2.1","2.6","3.0"
"143"," Sao Tome and Principe","","","5.0","12.7","25.2","12.9","8.5","3.4"
"39"," Saudi Arabia","1.6","-1.3","-1.0","3.7","5.5","2.4","1.7","1.2"
"170"," Senegal","1.0","0.6","1.3","1.9","2.1","2.3","2.0","2.0"
"66"," Serbia","","","0.8","7.8","3.4","5.8","2.9","4.3"
"64"," Seychelles","5.5","9.0","4.0","8.8","16.4","13.5","16.1","12.3"
"181"," Sierra Leone","5.0","0.8","6.1","5.6","9.2","32.5","6.4","3.5"
"11"," Singapore","14.3","13.1","17.2","14.2","23.3","18.4","21.3","21.4"
"35"," Slovakia","","0.9","7.1","4.8","2.4","3.8","1.6","2.2"
"25"," Slovenia","","0.7","0.7","2.7","1.3","1.6","-0.5","-0.9"
"156"," Solomon Islands","3.5","0.4","3.0","0.1","34.9","16.6","8.1","4.1"
".."," Somalia","0.6","","","","","","",""
"116"," South Africa","-0.1","0.8","0.7","2.5","1.0","1.0","1.2","2.2"
"26"," Spain","2.6","1.3","6.5","2.6","3.2","2.3","2.5","3.2"
"73"," Sri Lanka","0.5","0.4","1.1","1.1","1.0","1.6","1.6","1.4"
"167"," Sudan","-0.3","0.1","3.2","5.9","3.1","3.4","3.7","3.3"
"103"," Suriname","-19.8","-3.0","-16.6","1.6","-5.7","3.3","2.5","2.6"
"150"," Swaziland","2.7","3.0","5.9","-1.8","3.5","2.2","2.2","0.6"
"14"," Sweden","0.8","5.7","9.2","5.2","0.5","1.2","0.9","-0.9"
"3"," Switzerland","2.2","1.2","7.3","0.7","4.2","3.2","2.8","-1.2"
"134"," Syrian Arab Republic","0.3","0.9","1.4","1.7","","","",""
"129"," Tajikistan","","0.8","2.7","2.4","-0.3","1.0","2.6","1.3"
"151"," Tanzania (United Republic of)","0.0","2.3","4.5","6.6","6.0","3.7","4.6","4.3"
"93"," Thailand","2.9","1.2","2.7","4.6","2.9","1.1","2.9","3.3"
"81"," The former Yugoslav Republic of Macedonia","","0.2","6.0","2.4","3.2","4.9","3.5","4.1"
"133"," Timor-Leste","","","","0.2","3.2","4.4","1.6",""
"162"," Togo","1.1","2.0","3.2","4.5","3.9","4.6","2.4","1.9"
"100"," Tonga","0.2","0.5","2.5","2.7","2.0","0.8","0.3","2.5"
"64"," Trinidad and Tobago","2.2","5.6","8.3","5.8","2.6","5.1","10.5","7.0"
"96"," Tunisia","0.6","1.5","3.5","2.2","3.0","0.9","3.4","2.3"
"72"," Turkey","0.5","0.5","0.4","2.1","1.2","2.1","1.7","1.6"
"109"," Turkmenistan","","9.4","4.5","5.2","16.4","11.6","8.9","7.3"
".."," Tuvalu","","","","-0.1","1.4","-0.3","3.3","0.9"
"163"," Uganda","-0.1","2.1","2.6","4.2","2.9","4.8","5.1","4.8"
"81"," Ukraine","","0.6","1.9","9.1","4.7","4.4","4.6","2.5"
"41"," United Arab Emirates","-0.2","0.6","-0.5","6.0","1.9","2.2","2.6","2.6"
"14"," United Kingdom","3.1","1.8","7.9","10.5","2.5","1.4","2.6","1.8"
"8"," United States","0.8","0.8","3.1","1.1","1.7","1.7","1.3","1.8"
"52"," Uruguay","0.4","0.8","1.2","4.8","5.6","5.7","5.4","5.0"
"114"," Uzbekistan","","-0.2","0.5","1.3","4.1","3.6","1.3","1.9"
"134"," Vanuatu","8.3","13.3","7.4","3.4","5.9","7.3","4.8","4.0"
"71"," Venezuela (Bolivarian Republic of)","1.0","1.3","4.0","1.9","0.5","1.2","0.6","1.6"
"116"," Viet Nam","2.8","8.6","3.9","3.4","6.9","5.5","5.4","5.2"
"160"," Yemen","-2.3","-5.1","0.1","-1.8","0.6","-1.8","-0.0","-0.4"
"139"," Zambia","6.2","2.5","3.4","4.3","8.5","4.7","6.9","6.8"
"155"," Zimbabwe","-0.1","1.7","0.3","1.8","1.8","3.5","3.2","3.0"
""
